m2,state,rooms,price,status,adress,long,lat,price_m2
124,cubiertos , 3 habs. ,2700000,Casa en venta ," Castilla 150 , Alamos , Benito Juárez , Distrito Federal ",-99.1427888,19.396971100000002,21774.1935483871
140,construidos , 2 habs. ,5800000,Casa en venta ," Portales Sur , Benito Juárez , Distrito Federal ",-99.1497664,19.360402399999998,41428.57142857143
380,cubiertos , 3 habs. ,8500000,Casa en venta ," Iztaccíhuatl , Benito Juárez , Distrito Federal ",-99.1352383,19.3898592,22368.42105263158
365,cubiertos , 3 habs. ,12000000,Casa en venta ," Del Valle Centro , Benito Juárez , Distrito Federal ",-99.1677132,19.379715100000002,32876.71232876712
275,construidos , 4 recs. ,10400000,Casa en venta ," Fragonard , San Juan , Benito Juárez , Distrito Federal ",-99.1841035,19.376732399999998,37818.181818181816
278,construidos , 3 recs. ,8890000,Casa en venta ," Calle 9 103 bis , San Pedro De Los Pinos , Benito Juárez , Distrito Federal ",-99.1827886,19.391348100000002,31978.41726618705
750,construidos , 7 recs. ,20000000,Casa en venta ," Avenida 3 00 , San Pedro De Los Pinos , Benito Juárez , Distrito Federal ",-99.18349470000001,19.3919477,26666.666666666668
238,construidos , 3 recs. ,10400000,Casa en venta ," Fragonard 48 , San Juan , Benito Juárez , Distrito Federal ",-99.1842162,19.3773285,43697.47899159664
322,construidos , 3 recs. ,11900000,Casa en venta ," Adolfo Prieto 1332 , Del Valle Centro , Benito Juárez , Distrito Federal ",-99.17059,19.379951000000002,36956.52173913043
361,construidos , 3 recs. ,13250000,Casa en venta ," Uvas 36 (Conjunto Uvas) Casa 5 , Colonia Del Valle , Benito Juárez , Distrito Federal ",-99.1743083,19.38026,36703.60110803324
283,construidos , 3 recs. ,12750000,Casa en venta ," LA QUEMADA , Narvarte Oriente , Benito Juárez , Distrito Federal ",-99.14920179999999,19.392472899999998,45053.0035335689
180,construidos , 3 recs. ,5848490,Casa en venta ," Vértiz Narvarte , Benito Juárez , Distrito Federal ",-99.15530160000002,19.3807458,32491.61111111111
215,construidos , 2 recs. ,9600000,Casa en venta ," San José Insurgentes , Benito Juárez , Distrito Federal ",-99.18575200000001,19.367423499999997,44651.16279069767
283,construidos , 3 recs. ,12000000,Casa en venta ," La Quemada , Narvarte Oriente , Benito Juárez , Distrito Federal ",-99.14920179999999,19.392472899999998,42402.826855123676
230,construidos , 3 recs. ,9900000,Casa en venta ," Mier y Pesado 0001 , Del Valle Norte , Benito Juárez , Distrito Federal ",-99.1637177,19.4004562,43043.47826086957
247,construidos , 3 recs. ,15046668,Casa en venta ," Casa en Preventa en Del Valle Sur, Benito Juarez, Ciudad de México. , Benito Juárez , Distrito Federal ",-99.1556202,19.3658746,60917.68421052631
340,construidos , 4 recs. ,8650000,Casa en venta ," Vértiz Narvarte , Benito Juárez , Distrito Federal ",-99.15530160000002,19.3807458,25441.176470588234
553,construidos , 7 recs. ,27900000,Casa en venta ," Narvarte Poniente , Benito Juárez , Distrito Federal ",-99.1580693,19.3923907,50452.07956600362
266,construidos , 5 recs. ,8650000,Casa en venta ," Letran Valle , Benito Juárez , Distrito Federal ",-99.1543144,19.375445000000003,32518.796992481202
85,construidos , 2 recs. ,1600000,Casa en venta ," Av de las Américas 0 , Moderna , Benito Juárez , Distrito Federal ",-99.1331631,19.396592899999998,18823.529411764706
280,construidos , 5 recs. ,7500000,Casa en venta ," Martin Mendalde 1443 , Del Valle Sur , Benito Juárez , Distrito Federal ",-99.1706413,19.3701619,26785.714285714286
286,construidos , 4 recs. ,11353000,Casa en venta ," Providencia 716 Casa 5 , Del Valle Norte , Benito Juárez , Distrito Federal ",-99.1686006,19.391191199999998,39695.804195804194
414,construidos , 5 recs. ,12000000,Casa en venta ," Letran Valle , Benito Juárez , Distrito Federal ",-99.1543144,19.375445000000003,28985.507246376812
195,construidos , 3 recs. ,6720285,Casa en venta ," Vértiz Narvarte , Benito Juárez , Distrito Federal ",-99.15530160000002,19.3807458,34463.0
247,construidos , 3 recs. ,15046668,Casa en venta ," Del Valle Sur , Benito Juárez , Distrito Federal ",-99.1724994,19.3668017,60917.68421052631
389,construidos , 4 recs. ,15000000,Casa en venta ," ANEXAGORAS 55 , Narvarte Poniente , Benito Juárez , Distrito Federal ",-99.1564931,19.4020802,38560.411311053984
170,construidos , 3 recs. ,7800000,Casa en venta ," Del Valle Centro , Benito Juárez , Distrito Federal ",-99.1677132,19.379715100000002,45882.35294117647
420,construidos , 5 recs. ,14500000,Casa en venta ," Del Valle Centro , Benito Juárez , Distrito Federal ",-99.1677132,19.379715100000002,34523.80952380953
275,construidos , 4 recs. ,10400000,Casa en venta ," Fragonard , San Juan , Benito Juárez , Distrito Federal ",-99.1841035,19.376732399999998,37818.181818181816
278,construidos , 3 recs. ,8890000,Casa en venta ," Calle 9 103 bis , San Pedro De Los Pinos , Benito Juárez , Distrito Federal ",-99.1827886,19.391348100000002,31978.41726618705
238,construidos , 3 recs. ,10400000,Casa en venta ," Fragonard 48 , San Juan , Benito Juárez , Distrito Federal ",-99.1842162,19.3773285,43697.47899159664
322,construidos , 3 recs. ,11900000,Casa en venta ," Adolfo Prieto 1332 , Del Valle Centro , Benito Juárez , Distrito Federal ",-99.17059,19.379951000000002,36956.52173913043
361,construidos , 3 recs. ,13250000,Casa en venta ," Uvas 36 (Conjunto Uvas) Casa 5 , Colonia Del Valle , Benito Juárez , Distrito Federal ",-99.1743083,19.38026,36703.60110803324
283,construidos , 3 recs. ,12750000,Casa en venta ," LA QUEMADA , Narvarte Oriente , Benito Juárez , Distrito Federal ",-99.14920179999999,19.392472899999998,45053.0035335689
180,construidos , 3 recs. ,5848490,Casa en venta ," Vértiz Narvarte , Benito Juárez , Distrito Federal ",-99.15530160000002,19.3807458,32491.61111111111
215,construidos , 2 recs. ,9600000,Casa en venta ," San José Insurgentes , Benito Juárez , Distrito Federal ",-99.18575200000001,19.367423499999997,44651.16279069767
283,construidos , 3 recs. ,12000000,Casa en venta ," La Quemada , Narvarte Oriente , Benito Juárez , Distrito Federal ",-99.14920179999999,19.392472899999998,42402.826855123676
230,construidos , 3 recs. ,9900000,Casa en venta ," Mier y Pesado 0001 , Del Valle Norte , Benito Juárez , Distrito Federal ",-99.1637177,19.4004562,43043.47826086957
247,construidos , 3 recs. ,15046668,Casa en venta ," Casa en Preventa en Del Valle Sur, Benito Juarez, Ciudad de México. , Benito Juárez , Distrito Federal ",-99.1556202,19.3658746,60917.68421052631
340,construidos , 4 recs. ,8650000,Casa en venta ," Vértiz Narvarte , Benito Juárez , Distrito Federal ",-99.15530160000002,19.3807458,25441.176470588234
553,construidos , 7 recs. ,27900000,Casa en venta ," Narvarte Poniente , Benito Juárez , Distrito Federal ",-99.1580693,19.3923907,50452.07956600362
266,construidos , 5 recs. ,8650000,Casa en venta ," Letran Valle , Benito Juárez , Distrito Federal ",-99.1543144,19.375445000000003,32518.796992481202
85,construidos , 2 recs. ,1600000,Casa en venta ," Av de las Américas 0 , Moderna , Benito Juárez , Distrito Federal ",-99.1331631,19.396592899999998,18823.529411764706
280,construidos , 5 recs. ,7500000,Casa en venta ," Martin Mendalde 1443 , Del Valle Sur , Benito Juárez , Distrito Federal ",-99.1706413,19.3701619,26785.714285714286
286,construidos , 4 recs. ,11353000,Casa en venta ," Providencia 716 Casa 5 , Del Valle Norte , Benito Juárez , Distrito Federal ",-99.1686006,19.391191199999998,39695.804195804194
414,construidos , 5 recs. ,12000000,Casa en venta ," Letran Valle , Benito Juárez , Distrito Federal ",-99.1543144,19.375445000000003,28985.507246376812
195,construidos , 3 recs. ,6720285,Casa en venta ," Vértiz Narvarte , Benito Juárez , Distrito Federal ",-99.15530160000002,19.3807458,34463.0
247,construidos , 3 recs. ,15046668,Casa en venta ," Del Valle Sur , Benito Juárez , Distrito Federal ",-99.1724994,19.3668017,60917.68421052631
389,construidos , 4 recs. ,15000000,Casa en venta ," ANEXAGORAS 55 , Narvarte Poniente , Benito Juárez , Distrito Federal ",-99.1564931,19.4020802,38560.411311053984
170,construidos , 3 recs. ,7800000,Casa en venta ," Del Valle Centro , Benito Juárez , Distrito Federal ",-99.1677132,19.379715100000002,45882.35294117647
420,construidos , 5 recs. ,14500000,Casa en venta ," Del Valle Centro , Benito Juárez , Distrito Federal ",-99.1677132,19.379715100000002,34523.80952380953
345,construidos , 3 recs. ,13000000,Casa en venta ," Del Valle Centro , Benito Juárez , Distrito Federal ",-99.1677132,19.379715100000002,37681.159420289856
220,construidos , 3 recs. ,4500000,Casa en venta ," Mercaderes 104 , San José Insurgentes , Benito Juárez , Distrito Federal ",-99.1859142,19.3652405,20454.545454545456
194,construidos , 4 recs. ,5450000,Casa en venta ," MARIA HERNANDEZ ZARCO 8 , Alamos , Benito Juárez , Distrito Federal ",-99.14238309999999,19.4032755,28092.78350515464
330,construidos , 4 recs. ,16900000,Casa en venta ," Aniceto Ortega 734 , Del Valle Centro , Benito Juárez , Distrito Federal ",-99.1645923,19.381208100000002,51212.121212121216
180,construidos , 3 recs. ,7729000,Casa en venta ," San Pedro De Los Pinos , Benito Juárez , Distrito Federal ",-99.18575200000001,19.3880449,42938.88888888889
300,construidos , 4 recs. ,14000000,Casa en venta ," Del Valle Centro , Benito Juárez , Distrito Federal ",-99.1677132,19.379715100000002,46666.666666666664
235,construidos , 3 recs. ,14268042,Casa en venta ," Del Valle Sur , Benito Juárez , Distrito Federal ",-99.1724994,19.3668017,60715.07234042553
316,construidos , 5 recs. ,12500000,Casa en venta ," Pablo Ucello , Ciudad De Los Deportes , Benito Juárez , Distrito Federal ",-99.1832169,19.382246300000002,39556.962025316454
264,construidos , 3 recs. ,13982500,Casa en venta ," TH,B Dallas , Nápoles , Benito Juárez , Distrito Federal ",-99.1757592,19.3966063,52964.01515151515
76,construidos , 2 recs. ,4250000,Casa en venta ," Cuauhtémoc , Narvarte Oriente , Benito Juárez , Distrito Federal ",-99.1558422,19.3968745,55921.05263157895
264,construidos , 3 recs. ,11425000,Casa en venta ," SÁNCHEZ AZCONA 1539 , Del Valle Sur , Benito Juárez , Distrito Federal ",-99.1650095,19.374125199999998,43276.51515151515
297,construidos , 3 recs. ,9800000,Casa en venta ," Isabel La Católica 908 , Postal , Benito Juárez , Distrito Federal ",-99.1421555,19.389630800000003,32996.632996632994
235,construidos , 3 recs. ,14268042,Casa en venta ," Del Valle Sur , Benito Juárez , Distrito Federal ",-99.1724994,19.3668017,60715.07234042553
138,construidos , 4 recs. ,1800200,Casa en venta ," Juan Sánchez Azcona 0 , Del Valle Sur , Benito Juárez , Distrito Federal ",-99.1652652,19.371991199999997,13044.927536231884
250,construidos , 3 recs. ,13350000,Casa en venta ," Acacias , Benito Juárez , Distrito Federal ",-99.1739857,19.362863100000002,53400.0
386,construidos , 4 recs. ,6680000,Casa en venta ," Martín Mendale 0 , Del Valle Sur , Benito Juárez , Distrito Federal ",-99.1705686,19.370722699999998,17305.699481865286
549,construidos , 4 recs. ,11900000,Casa en venta ," Puente xoco 77 , Xoco , Benito Juárez , Distrito Federal ",-99.1654139,19.3619674,21675.77413479053
187,construidos , 3 recs. ,10150000,Casa en venta ," Del Valle Centro , Benito Juárez , Distrito Federal ",-99.1677132,19.379715100000002,54278.07486631016
383,construidos , 4 recs. ,10500000,Casa en venta ," San José Insurgentes , Benito Juárez , Distrito Federal ",-99.18575200000001,19.367423499999997,27415.143603133158
235,construidos , 3 recs. ,14268050,Casa en venta ," Del Valle , Benito Juárez , Distrito Federal ",-99.1649891,19.3817299,60715.10638297872
200,construidos , 3 recs. ,8490000,Casa en venta ," Del Valle Sur , Benito Juárez , Distrito Federal ",-99.1724994,19.3668017,42450.0
235,construidos , 3 recs. ,14268042,Casa en venta ," Del Valle Sur , Benito Juárez , Distrito Federal ",-99.1724994,19.3668017,60715.07234042553
364,construidos , 4 recs. ,5500000,Casa en venta ," Moderna , Benito Juárez , Distrito Federal ",-99.1331631,19.396592899999998,15109.89010989011
371,construidos , 4 recs. ,15200000,Casa en venta ," CALLE 27 99 , San Pedro De Los Pinos , Benito Juárez , Distrito Federal ",-99.18334370000001,19.385627300000003,40970.35040431267
223,construidos , 3 recs. ,10197650,Casa en venta ," Del Valle Centro , Benito Juárez , Distrito Federal ",-99.1677132,19.379715100000002,45729.372197309414
280,cubiertos , 5 habs. ,7500000,Casa en venta ," Martin Mendalde 1443 , Del Valle Sur , Benito Juárez , Distrito Federal ",-99.1706413,19.3701619,26785.714285714286
258,construidos , 3 recs. ,11400000,Casa en venta ," Porfirio Diaz , Del Valle Centro , Benito Juárez , Distrito Federal ",-99.17394279999999,19.381116,44186.04651162791
328,construidos , 3 recs. ,9100000,Casa en venta ," Patricio Zanz 1326 , Del Valle Centro , Benito Juárez , Distrito Federal ",-99.17338070000001,19.378495899999997,27743.90243902439
230,construidos , 3 recs. ,8980000,Casa en venta ," MILLET 60 , Extremadura Insurgentes , Benito Juárez , Distrito Federal ",-99.17895920000001,19.3767185,39043.47826086957
223,construidos , 3 recs. ,10285000,Casa en venta ," Del Valle Centro , Benito Juárez , Distrito Federal ",-99.1677132,19.379715100000002,46121.076233183856
209,construidos , 3 recs. ,10098350,Casa en venta ," Del Valle Centro , Benito Juárez , Distrito Federal ",-99.1677132,19.379715100000002,48317.46411483254
276,construidos , 3 recs. ,10885000,Casa en venta ," Felipe 226 , Xoco , Benito Juárez , Distrito Federal ",-99.1668381,19.3595762,39438.40579710145
223,construidos , 3 habs. ,10294300,Casa en venta ," Del Valle Centro , Benito Juárez , Distrito Federal ",-99.1677132,19.379715100000002,46162.7802690583
650,construidos , 3 recs. ,22000000,Casa en venta ," alabama 81 , Nápoles , Benito Juárez , Distrito Federal ",-99.1760989,19.390828600000003,33846.153846153844
204,construidos , 3 recs. ,7600000,Casa en venta ," Mariscal Sucre 00 , Colonia Del Valle , Benito Juárez , Distrito Federal ",-99.164283,19.3914902,37254.901960784315
1000,construidos , 3 recs. ,27000000,Casa en venta ," DEL VALLE , Del Valle Centro , Benito Juárez , Distrito Federal ",-99.1677132,19.379715100000002,27000.0
515,construidos , 3 recs. ,20000000,Casa en venta ," Mixcoac , Benito Juárez , Distrito Federal ",-99.1905974,19.3723335,38834.95145631068
141,construidos , 3 recs. ,5300000,Casa en venta ," justina 5 , Nativitas , Benito Juárez , Distrito Federal ",-99.13502259999999,19.381276,37588.65248226951
280,construidos , 3 recs. ,11270000,Casa en venta ," DEL VALLE NORTE , Del Valle Norte , Benito Juárez , Distrito Federal ",-99.1649891,19.3817299,40250.0
141,construidos , 3 recs. ,6177600,Casa en venta ," .. , Alamos , Benito Juárez , Distrito Federal ",-99.1414643,19.399121,43812.765957446805
176,construidos , 3 recs. ,10047000,Casa en venta ," Del Valle Centro , Benito Juárez , Distrito Federal ",-99.1677132,19.379715100000002,57085.22727272727
91,construidos , 2 recs. ,6050000,Casa en venta ," Alabama , Nápoles , Benito Juárez , Distrito Federal ",-99.1771773,19.390283,66483.51648351649
298,construidos , 4 recs. ,11800000,Casa en venta ," Del Valle Norte , Benito Juárez , Distrito Federal ",-99.1649891,19.3817299,39597.31543624161
184,construidos , 3 recs. ,9515000,Casa en venta ," Del Valle Centro , Benito Juárez , Distrito Federal ",-99.1677132,19.379715100000002,51711.95652173913
236,construidos , 4 recs. ,7500000,Casa en venta ," La Quemada , Narvarte Oriente , Benito Juárez , Distrito Federal ",-99.14920179999999,19.392472899999998,31779.661016949154
185,construidos , 3 recs. ,9574000,Casa en venta ," Del Valle Centro , Benito Juárez , Distrito Federal ",-99.1677132,19.379715100000002,51751.35135135135
224,construidos , 3 recs. ,4080000,Casa en venta ," Av Juárez 0 , Santa Cruz Atoyac , Benito Juárez , Distrito Federal ",-99.1606141,19.372091,18214.285714285714
280,construidos , 3 recs. ,10500000,Casa en venta ," La Quemada 100 , Narvarte , Benito Juárez , Distrito Federal ",-99.1487638,19.3964434,37500.0
348,construidos , 4 recs. ,17500000,Casa en venta ," Tlacoquemécatl Del Valle , Benito Juárez , Distrito Federal ",-99.1746778,19.376821300000003,50287.35632183908
350,construidos , 3 recs. ,8700000,Casa en venta ," SALOME PIÑA 60 , San José Insurgentes , Benito Juárez , Distrito Federal ",-99.1857047,19.367921799999998,24857.14285714286
430,construidos , 3 recs. ,15300000,Casa en venta ," Amores 1 , Colonia Del Valle , Benito Juárez , Distrito Federal ",-99.1623341,19.4010592,35581.395348837206
365,construidos , 4 recs. ,13500000,Casa en venta ," Pablo Ucello 33 , Ciudad De Los Deportes , Benito Juárez , Distrito Federal ",-99.1834025,19.381432999999998,36986.30136986302
365,construidos , 6 recs. ,12500000,Casa en venta ," Pablo Ucello , Ciudad De Los Deportes , Benito Juárez , Distrito Federal ",-99.1832169,19.382246300000002,34246.57534246575
180,construidos , 3 recs. ,8400000,Casa en venta ," Patricio Sanz 1745 , Colonia Del Valle , Benito Juárez , Distrito Federal ",-99.17602020000001,19.3687597,46666.666666666664
212,construidos , 3 recs. ,8700000,Casa en venta ," monrovia 0 , Portales Sur , Benito Juárez , Distrito Federal ",-99.1524967,19.3612207,41037.735849056604
330,construidos , 4 recs. ,14900000,Casa en venta ," Lopez Cotilla 1546 , Del Valle Sur , Benito Juárez , Distrito Federal ",-99.1690778,19.3698177,45151.51515151515
365,construidos , 4 recs. ,13500000,Casa en venta ," Pablo Ucello 33 , Ciudad De Los Deportes , Benito Juárez , Distrito Federal ",-99.1834025,19.381432999999998,36986.30136986302
365,construidos , 4 recs. ,13500000,Casa en venta ," Pablo Ucello 33 , Ciudad De Los Deportes , Benito Juárez , Distrito Federal ",-99.1834025,19.381432999999998,36986.30136986302
105,construidos , 3 recs. ,5250000,Casa en venta ," ISABEL LA CATOLICA 672 , Alamos , Benito Juárez , Distrito Federal ",-99.1408005,19.398276,50000.0
187,construidos , 2 recs. ,7000000,Casa en venta ," Mixcoac , Benito Juárez , Distrito Federal ",-99.1905974,19.3723335,37433.1550802139
365,construidos , 4 recs. ,13500000,Casa en venta ," Pablo Ucello 33 , Ciudad De Los Deportes , Benito Juárez , Distrito Federal ",-99.1834025,19.381432999999998,36986.30136986302
360,construidos , 4 recs. ,6500000,Casa en venta ," sucre 0 , Moderna , Benito Juárez , Distrito Federal ",-99.1331631,19.396592899999998,18055.555555555555
167,construidos , 3 recs. ,5800000,Casa en venta ," Alamos , Benito Juárez , Distrito Federal ",-99.1414643,19.399121,34730.53892215569
350,construidos , 5 recs. ,9500000,Casa en venta ," San Pedro De Los Pinos , Benito Juárez , Distrito Federal ",-99.18575200000001,19.3880449,27142.85714285714
580,construidos , 3 recs. ,33000000,Casa en venta ," 1 CERRADA DE SAN BORJA 20 1 , Del Valle Centro , Benito Juárez , Distrito Federal ",-99.1689339,19.3858463,56896.55172413793
188,construidos , 3 recs. ,6950000,Casa en venta ," Anaxagoras 1 , Narvarte Poniente , Benito Juárez , Distrito Federal ",-99.1565019,19.4033826,36968.085106382976
186,construidos , 3 recs. ,6700000,Casa en venta ," San Pedro De Los Pinos , Benito Juárez , Distrito Federal ",-99.18575200000001,19.3880449,36021.50537634409
152,construidos , 3 recs. ,2270000,Casa en venta ," Murillo 15 , Nonoalco , Benito Juárez , Distrito Federal ",-99.1875066,19.379149899999998,14934.21052631579
298,construidos , 5 recs. ,9990000,Casa en venta ," Virginia 1 , Nativitas , Benito Juárez , Distrito Federal ",-99.1375804,19.3848313,33523.4899328859
200,construidos , 3 recs. ,2470000,Casa en venta ," Mercaderes 104 , San José Insurgentes , Benito Juárez , Distrito Federal ",-99.1859142,19.3652405,12350.0
185,construidos , 3 recs. ,8400000,Casa en venta ," Patricio Sanz 75 , Acacias , Benito Juárez , Distrito Federal ",-99.16885740000001,19.398045,45405.40540540541
128,construidos , 3 recs. ,7250000,Casa en venta ," Esparta 0000 , Alamos , Benito Juárez , Distrito Federal ",-99.1446325,19.403074899999996,56640.625
111,construidos , 3 recs. ,3950000,Casa en venta ," Elena Arizmendi Mejia 0 , Colonia Del Valle , Benito Juárez , Distrito Federal ",-99.1619525,19.39697,35585.585585585584
175,construidos , 3 recs. ,7500000,Casa en venta ," Av. Eugenia 610 , Colonia Del Valle , Benito Juárez , Distrito Federal ",-99.16814040000001,19.3876816,42857.142857142855
150,construidos , 3 recs. ,4500000,Casa en venta ," lago 000 , Américas Unidas , Benito Juárez , Distrito Federal ",-99.1414913,19.379562699999997,30000.0
130,construidos , 2 recs. ,5800000,Casa en venta ," ALHAMBRA 1011 , Portales Sur , Benito Juárez , Distrito Federal ",-99.1449559,19.3596435,44615.38461538462
276,construidos , 4 recs. ,7990000,Casa en venta ," Mitla 1 , Colonia Narvarte Oriente , Benito Juárez , Distrito Federal ",-99.1494854,19.3995038,28949.27536231884
314,construidos , 3 recs. ,15000000,Casa en venta ," MORAS 550 , Colonia Del Valle , Benito Juárez , Distrito Federal ",-99.1744589,19.370880300000003,47770.700636942674
146,construidos , 2 recs. ,7304840,Casa en venta ," Matias Romero 85 , Del Valle Centro , Benito Juárez , Distrito Federal ",-99.1711718,19.3812488,50033.150684931505
200,construidos ,,11300000,Casa en venta ," Del Valle Centro , Benito Juárez , Distrito Federal ",-99.1677132,19.379715100000002,56500.0
148,construidos , 3 recs. ,6070000,Casa en venta ," San Juan , Benito Juárez , Distrito Federal ",-99.1850598,19.3785056,41013.51351351351
195,construidos , 3 recs. ,7300000,Casa en venta ," Cerrada Carraci 0 , San Juan , Benito Juárez , Distrito Federal ",-99.1841586,19.3764936,37435.89743589744
140,construidos , 3 recs. ,5990000,Casa en venta ," San Pedro De Los Pinos , Benito Juárez , Distrito Federal ",-99.18575200000001,19.3880449,42785.71428571428
332,construidos , 8 recs. ,8500000,Casa en venta ," Pilares 1504 , Letran Valle , Benito Juárez , Distrito Federal ",-99.15007990000001,19.374691100000003,25602.409638554218
362,construidos , 3 recs. ,10470000,Casa en venta ," Nicolas San Juan 1 , Piedad Narvarte , Benito Juárez , Distrito Federal ",-99.1607821,19.402177,28922.651933701658
260,construidos , 3 recs. ,9350000,Casa en venta ," NOCHEBUENA 2 , Nochebuena , Benito Juárez , Distrito Federal ",-99.1791765,19.3806445,35961.53846153846
77,construidos , 2 recs. ,4519900,Casa en venta ," Popocatepetl , General Pedro Maria Anaya , Benito Juárez , Distrito Federal ",-99.1577138,19.362346399999996,58700.0
320,construidos , 4 recs. ,14800000,Casa en venta ," Cerrada Amores 28 , Del Valle Norte , Benito Juárez , Distrito Federal ",-99.16249140000001,19.3953092,46250.0
364,construidos , 4 recs. ,5500000,Casa en venta ," Sucre 36 , Moderna , Benito Juárez , Distrito Federal ",-99.132043,19.3975738,15109.89010989011
310,construidos , 3 recs. ,12950000,Casa en venta ," Mitla 00 , Vértiz Narvarte , Benito Juárez , Distrito Federal ",-99.15155430000002,19.3794517,41774.1935483871
135,construidos , 3 recs. ,6000000,Casa en venta ," Cerrada de Guillain , Mixcoac , Benito Juárez , Distrito Federal ",-99.1898948,19.374447699999997,44444.444444444445
207,construidos , 3 recs. ,8250000,Casa en venta ," Del Valle Centro , Benito Juárez , Distrito Federal ",-99.1677132,19.379715100000002,39855.07246376811
537,construidos , 5 recs. ,16900000,Casa en venta ," Uxmal 266 , Narvarte Poniente , Benito Juárez , Distrito Federal ",-99.1546205,19.3917707,31471.135940409684
140,construidos , 2 recs. ,5900000,Casa en venta ," Alhambra 1011 , Portales Sur , Benito Juárez , Distrito Federal ",-99.1449559,19.3596435,42142.857142857145
150,construidos , 3 recs. ,5990000,Casa en venta ," Jaca 914 , Santa Cruz Atoyac , Benito Juárez , Distrito Federal ",-99.1567132,19.3630574,39933.333333333336
